start_index,end_index,field_length,field_name
0,4,4,administration_date
4,6,2,grade_level_code
6,8,2,esc_region_number
8,17,9,county_district_campus_number
17,32,15,district_name
32,47,15,campus_name
47,62,15,last_name
62,72,10,first_name
72,73,1,middle_initial
73,82,9,peims_id
82,83,1,sex_code
83,91,8,date_of_birth
91,92,1,blank_14
92,93,1,hispanic_latino_code
93,94,1,american_indian_alaska_native_code
94,95,1,asian_code
95,96,1,black_african_american_code
96,97,1,native_hawaiian_pacific_islander_code
97,98,1,white_code
98,99,1,ethnicity/race_reporting_category
99,100,1,economic_disadvantage_code
100,101,1,title_i_part_a_indicator_code
101,102,1,migrant_indicator_code
102,106,4,blank_27
106,107,1,emergent_bilingual_indicator_code
107,108,1,bilingual_indicator_code
108,109,1,esl_indicator_code
109,110,1,fall_2024_tsds_peims_homeless_status_code
110,111,1,special_ed_indicator_code
111,112,1,section_504_indicator_code
112,116,4,blank_34
116,117,1,gifted_talented_indicator_code
117,118,1,at_risk_indicator_code
118,122,4,blank_38
122,131,9,local_student_id
131,140,9,blank_41
140,142,2,enrolled_grade
142,143,1,blank_43
143,152,9,fall_2024_tsds_peims_county_district_campus_number
152,154,2,blank_45
154,156,2,fall_2024_tsds_peims_student_attribution_code
156,162,6,family_portal_unique_accesscode
162,163,1,migrant_student_in_texas_migrantinterstate_program_(tmip)
163,164,1,fall_2024_tsds_peims_military_connected_student_code
164,165,1,fall_2024_tsds_peims_foster_care_indicator_code
165,185,20,blank_52
185,186,1,fall_2024_tsds_peims_dyslexia_indicator_code
186,189,3,blank_54
189,190,1,new_to_texas
190,200,10,tx_unique_student_id
200,204,4,local_use_reading_language_arts
204,208,4,local_use_mathematics
208,212,4,blank_60
212,216,4,local_use_social_studies
216,220,4,local_use_science
220,221,1,agency_use_code_a_readinglanguage_arts
221,222,1,agency_use_code_b_readinglanguage_arts
222,223,1,agency_use_code_c_readinglanguage_arts
223,224,1,agency_use_code_d_readinglanguage_arts
224,225,1,agency_use_code_e_readinglanguage_arts
225,226,1,agency_use_code_a_mathematics
226,227,1,agency_use_code_b_mathematics
227,228,1,agency_use_code_c_mathematics
228,229,1,agency_use_code_d_mathematics
229,230,1,agency_use_code_e_mathematics
230,235,5,blank_74
235,236,1,agency_use_code_a_social_studies
236,237,1,agency_use_code_b_social_studies
237,238,1,agency_use_code_c_social_studies
238,239,1,agency_use_code_d_social_studies
239,240,1,agency_use_code_e_social_studies
240,241,1,agency_use_code_a_science
241,242,1,agency_use_code_b_science
242,243,1,agency_use_code_c_science
243,244,1,agency_use_code_d_science
244,245,1,agency_use_code_e_science
245,350,105,blank_86
350,351,1,score_code_reading_language_arts
351,352,1,score_code_mathematics
352,353,1,blank_90
353,354,1,score_code_social_studies
354,355,1,score_code_science
355,400,45,blank_93
400,402,2,reading_language_arts_reportingcategory_1_scores
402,404,2,reading_language_arts_reportingcategory_2_scores
404,406,2,performance_level_indicator_reading_language_arts
406,408,2,reading_language_arts_raw_score
408,412,4,reading_language_arts_scale_score
412,413,1,blank_101
413,414,1,reading_language_arts_test_version
414,415,1,blank_103
415,416,1,reading_language_arts_translatedstudent_materials
416,423,7,blank_105
423,424,1,level_ii__satisfactory_academic_performance_in_reading_languagearts
424,425,1,level_iii__accomplished_academic_performance_in_reading_languagearts
425,426,1,staar_alternate_2_progressmeasure_reading_language_arts
426,428,2,blank_110
428,429,1,on_track_to_level_ii__satisfactoryacademic_performance_readinglanguage_arts
429,450,21,blank_112
450,470,20,item_reporting_category_numbers__reading_language_arts
470,502,32,blank_115
502,522,20,item_student_responses_readinglanguage_arts
522,650,128,blank_118
650,651,1,color_or_highlight_120
651,652,1,color_overlays_121
652,653,1,blank_122
653,654,1,photographs_or_objects_123
654,655,1,textured_materials_124
655,656,1,demonstrate_125
656,657,1,raise_or_darken_outline_126
657,658,1,enlarge_127
658,659,1,braille_128
659,660,1,describe_images_129
660,661,1,provide_images_or_text_separately_130
661,662,1,isolate_images_131
662,663,1,picture_representations_132
663,664,1,reread_text_133
664,665,1,"use_calculator,_manipulatives,_ormathematics_tools_134"
665,666,1,provide_structured_reminders_135
666,750,84,blank_136
750,752,2,mathematics_reporting_category_1scores
752,754,2,mathematics_reporting_category_2scores
754,756,2,mathematics_reporting_category_3scores
756,758,2,mathematics_reporting_category_4scores
758,760,2,performance_level_indicator_mathematics
760,762,2,mathematics_raw_score
762,766,4,mathematics_scale_score
766,767,1,blank_146
767,768,1,mathematics_test_version
768,769,1,blank_148
769,770,1,mathematics_translated_studentmaterials
770,777,7,blank_150
777,778,1,level_ii__satisfactory_academic_performance_in_mathematics
778,779,1,level_iii__accomplished_academic_performance_in_mathematics
779,780,1,staar_alternate_2_mathematicsprogress_measure
780,781,1,blank_155
781,782,1,on_track_to_level_ii__satisfactoryacademic_performance
782,800,18,blank_157
800,820,20,item_reporting_category_number__mathematics
820,856,36,blank_161
856,876,20,item_student_responses__mathematics
876,1000,124,blank_163
1000,1001,1,color_or_highlight_165
1001,1002,1,color_overlays_166
1002,1003,1,blank_167
1003,1004,1,photographs_or_objects_168
1004,1005,1,textured_materials_169
1005,1006,1,demonstrate_170
1006,1007,1,raise_or_darken_outline_171
1007,1008,1,enlarge_172
1008,1009,1,braille_173
1009,1010,1,describe_images_174
1010,1011,1,provide_images_or_text_separately_175
1011,1012,1,isolate_images_176
1012,1013,1,picture_representations_177
1013,1014,1,reread_text_178
1014,1015,1,"use_calculator,_manipulatives,_ormathematics_tools_179"
1015,1016,1,provide_structured_reminders_180
1016,1500,484,blank_181
1500,1502,2,social_studies_reporting_category_1scores
1502,1504,2,social_studies_reporting_category_2scores
1504,1506,2,social_studies_reporting_category_3scores
1506,1508,2,social_studies_reporting_category_4scores
1508,1510,2,social_studies_raw_score
1510,1514,4,social_studies_scale_score
1514,1515,1,blank_190
1515,1516,1,social_studies_test_version
1516,1517,1,blank_192
1517,1518,1,social_studies_translated_studentmaterials
1518,1525,7,blank_194
1525,1526,1,level_ii__satisfactory_academic_performance_in_social_studies
1526,1527,1,level_iii__accomplished_academic_performance_in_social_studies
1527,1600,73,blank_197
1600,1620,20,item_reporting_category_number__social_studies
1620,1652,32,blank_200
1652,1672,20,item_student_response_socialstudies
1672,1800,128,blank_203
1800,1801,1,color_or_highlight_205
1801,1802,1,color_overlays_206
1802,1803,1,blank_207
1803,1804,1,photographs_or_objects_208
1804,1805,1,textured_materials_209
1805,1806,1,demonstrate_210
1806,1807,1,raise_or_darken_outline_211
1807,1808,1,enlarge_212
1808,1809,1,braille_213
1809,1810,1,describe_images_214
1810,1811,1,provide_images_or_text_separately_215
1811,1812,1,isolate_images_216
1812,1813,1,picture_representations_217
1813,1814,1,reread_text_218
1814,1815,1,"use_calculator,_manipulatives,_ormathematics_tools_219"
1815,1816,1,provide_structured_reminders_220
1816,1900,84,blank_221
1900,1902,2,science_reporting_category_1scores
1902,1904,2,science_reporting_category_2scores
1904,1906,2,science_reporting_category_3scores
1906,1908,2,science_reporting_category_4scores
1908,1910,2,science_raw_score
1910,1914,4,science_scale_score
1914,1915,1,blank_229
1915,1916,1,science_test_version
1916,1917,1,blank_231
1917,1918,1,science_translated_studentmaterials
1918,1925,7,blank_234
1925,1926,1,level_ii__satisfactory_academic_performance_in_science
1926,1927,1,level_iii__accomplished_academic_performance_in_science
1927,2000,73,blank_237
2000,2020,20,item_reporting_category_number__science
2020,2054,34,blank_240
2054,2074,20,item_student_response_science
2074,2200,126,blank_242
2200,2201,1,color_or_highlight_244
2201,2202,1,color_overlays_245
2202,2203,1,blank_246
2203,2204,1,photographs_or_objects_247
2204,2205,1,textured_materials_248
2205,2206,1,demonstrate_249
2206,2207,1,raise_or_darken_outline_251
2207,2208,1,enlarge_252
2208,2209,1,braille_253
2209,2210,1,describe_images_254
2210,2211,1,provide_images_or_text_separately_255
2211,2212,1,isolate_images_256
2212,2213,1,picture_representations_257
2213,2214,1,reread_text_258
2214,2215,1,"use_calculator,_manipulatives,_ormathematics_tools_259"
2215,2216,1,provide_structured_reminders_260
2216,2530,314,blank_261
2530,2539,9,county_district_campus_number_263
2539,2541,2,blank_264
2541,2542,1,score_code_265
2542,2543,1,level_ii__satisfactory_academicperformance_266
2543,2544,1,level_iii__accomplished_academicperformance_267
2544,2548,4,scale_score_268
2548,2550,2,tested_grade_269
2550,2650,100,blank_270
2650,2659,9,county_district_campus_number_272
2659,2661,2,blank_273
2661,2662,1,score_code_274
2662,2663,1,level_ii__satisfactory_academicperformance_275
2663,2664,1,level_iii__accomplished_academicperformance_276
2664,2668,4,scale_score_278
2668,2670,2,tested_grade_279
2670,2770,100,blank_280
2770,2779,9,county_district_campus_number_282
2779,2781,2,blank_283
2781,2782,1,score_code_284
2782,2783,1,level_ii__satisfactory_academicperformance_285
2783,2784,1,level_iii__accomplished_academicperformance_286
2784,2788,4,scale_score_287
2788,2790,2,tested_grade_288
2790,2800,10,blank_289
2800,2809,9,county_district_campus_number_291
2809,2811,2,blank_292
2811,2812,1,score_code_293
2812,2813,1,level_ii__satisfactory_academicperformance_294
2813,2814,1,level_iii__accomplished_academicperformance_295
2814,2818,4,scale_score_296
2818,2820,2,tested_grade_297
2820,3135,315,blank_298
3135,3138,3,fall_2024_tsds_peims_crisis_code
3138,3144,6,blank_301
3144,3153,9,test_result_id_reading_languagearts
3153,3162,9,test_result_id_mathematics
3162,3171,9,test_result_id_social_studies
3171,3180,9,test_result_id_science
3180,3186,6,blank_308
3186,3222,36,opportunity_key_readinglanguage_arts
3222,3258,36,opportunity_key_mathematics
3258,3294,36,opportunity_key_social_studies
3294,3330,36,opportunity_key_science
3330,3366,36,blank_313
3366,3367,1,non_participant_reading_languagearts
3367,3368,1,non_participant_mathematics
3368,3369,1,non_participant_social_studies
3369,3370,1,non_participant_science
3370,3999,629,blank_318
3999,4000,1,period
